CyberSource Merchant ID,Date and Time,Request ID,Merchant Reference Number,Retrieval Reference Number,Installment Identifier,Last Name,First Name,Email,Amount,Currency,Account Prefix,Account Suffix,Applications,Payment Method,Payment Solution,Transaction Reference Number,Authorization Indicator,Partner Original Transaction ID,Partner Solution Id,Device ID,Terminal Serial Number,Processor,Token ID,Business Application ID,Terminal ID,PA Transaction ID,XID,MerchantDefinedData1,MerchantDefinedData2,MerchantDefinedData3,MerchantDefinedData4,Client User,Sales Slip Number,Authorization Code,Acquirer Account ID,JCCA Terminal ID,Billing Address1,Billing City,Billing State,Billing Postal Code,Billing Phone Number,Ip Address,Billing Country,Shipping First Name,Shipping Last Name,Shipping Address1,Shipping City,Shipping State,Shipping Country,Shipping Postal Code,Shipping Phone Number,Customer Id,Client Application,Device Fingerprint,ICS Rflag,ICS Rcode,Reason Code,Commerce Indicator
joaosouza2323_1740502549,Mar 11 2025 08:56:23 PM GMT,7417265835056885904806,DECISION_MANAGER_TEST,,,TESTER,FRAUD,assessment@reject.com.br,1000000.00,BRL,411111,1111,"Card Payments - Authorization(Success),Decision Manager(Review)",Visa,,OWLVR84RGV06,,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,999 Fake Street,Nowhere,XX,00000,,,NG,,,,,,,,,,REST API,,DREVIEW,0,480,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:22 PM GMT,7417265827866885804806,REFUND_TEST,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,Card Payments - Credit(Success),Visa,,76328468,,,,,,fdiglobal,,,00123456,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:22 PM GMT,7417265819066916304805,REFUND_TEST,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,Card Payments - Credit(Success),Visa,,76327959,,,,,,fdiglobal,,,00123456,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:21 PM GMT,7417265812126624604807,REVERSAL_TEST_1741726580,,,DOE,JOHN,johndoe@example.com,,,411111,1111,Card Payments - Full Authorization Reversal(Failed),Visa,,,,,,,,,,,,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,DINVALIDDATA,0,102,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:20 PM GMT,7417265804746885704806,REVERSAL_TEST_1741726579,,,DOE,JOHN,johndoe@example.com,,,411111,1111,Card Payments - Full Authorization Reversal(Failed),Visa,,,,,,,,,,,,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,DINVALIDDATA,0,102,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:19 PM GMT,7417265796696885604806,CAPTURE_TEST,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,Card Payments - Settlement(Success),Visa,,76329249,,,,,,fdiglobal,,,00123456,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:18 PM GMT,7417265788766885504806,AUTH_TEST_1741726577,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,"Card Payments - Authorization(Success),Decision Manager(Success)",Visa,,EYV7582HK14D,,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:17 PM GMT,7417265774996624404807,AUTH_CAPTURE_TEST_1741726576,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,"Card Payments - Authorization(Success),Decision Manager(Success),Card Payments - Settlement(Success)",Visa,,"OX5HW84RHELK,76329305",,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:00 PM GMT,7417265600286915504805,REFUND_TEST,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,Card Payments - Credit(Success),Visa,,76327958,,,,,,fdiglobal,,,00123456,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:56:00 PM GMT,7417265609446884904806,DECISION_MANAGER_TEST,,,TESTER,FRAUD,assessment@reject.com.br,1000000.00,BRL,411111,1111,"Card Payments - Authorization(Success),Decision Manager(Review)",Visa,,EYMD482HJS0Z,,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,999 Fake Street,Nowhere,XX,00000,,,NG,,,,,,,,,,REST API,,DREVIEW,0,480,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:55:59 PM GMT,7417265592086915404805,REFUND_TEST,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,Card Payments - Credit(Success),Visa,,76329361,,,,,,fdiglobal,,,00123456,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:55:58 PM GMT,7417265585136915304805,REVERSAL_TEST_1741726557,,,DOE,JOHN,johndoe@example.com,,,411111,1111,Card Payments - Full Authorization Reversal(Failed),Visa,,,,,,,,,,,,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,DINVALIDDATA,0,102,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:55:57 PM GMT,7417265577196915104805,REVERSAL_TEST_1741726556,,,DOE,JOHN,johndoe@example.com,,,411111,1111,Card Payments - Full Authorization Reversal(Failed),Visa,,,,,,,,,,,,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,DINVALIDDATA,0,102,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:55:56 PM GMT,7417265568706884304806,CAPTURE_TEST,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,Card Payments - Settlement(Success),Visa,,76329321,,,,,,fdiglobal,,,00123456,,,,,,,,,,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:55:56 PM GMT,7417265561096914904805,AUTH_TEST_1741726555,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,"Decision Manager(Success),Card Payments - Authorization(Success)",Visa,,EYMD482HJS0Y,,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:55:54 PM GMT,7417265547036914704805,AUTH_CAPTURE_TEST_1741726553,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,"Card Payments - Authorization(Success),Decision Manager(Success),Card Payments - Settlement(Success)",Visa,,"OX5HW84RHELC,76329269",,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
joaosouza2323_1740502549,Mar 11 2025 08:53:59 PM GMT,7417264390536877904806,AUTH_TEST_1741726438,,,DOE,JOHN,johndoe@example.com,100.00,BRL,411111,1111,"Card Payments - Authorization(Success),Decision Manager(Success)",Visa,,OX5HW84RHEKN,,,,,,fdiglobal,,,00123456,,,,,,,,,831000,,,1 Market St,San Francisco,CA,94105,,,US,,,,,,,,,,REST API,,SOK,1,100,internet,,
